"Model","File","OldName","NewName","Folder","Description","Candidate","Line"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Vacance Financière Commerce et Logement TCC YTD","Vacance financière commerces et logements cumulée annuelle","Vacance\Financière","Compte les logements, commerces ou unités concernés par une situation de vacance. La comparaison se fait avec la même période de l'année précédente.","False","2425"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Vacance Financière Commerce et Logement TCC M","Vacance financière commerces et logements mensuelle","Vacance\Financière","Mesure le montant ou le volume lié à la vacance.","False","2419"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Vacance Financière Commerces M","Vacance financière commerces mensuelle","Vacance\Financière","Mesure le montant ou le volume lié à la vacance.","False","2235"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Vacance financière commerciale LGT","Vacance financière commerciale logements","Vacance\Financière","Compte les logements, commerces ou unités concernés par une situation de vacance.","False","2201"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Vacance financière commerciale LGT YTD","Vacance financière commerciale logements cumul annuel","Vacance\Financière","Compte les logements, commerces ou unités concernés par une situation de vacance. La comparaison se fait avec la même période de l'année précédente.","False","2208"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","vacance financière YTD","Vacance financière cumul annuel","Vacance\Financière","Compte les logements, commerces ou unités concernés par une situation de vacance. Le résultat est cumulé depuis le début de l'année.","False","204"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Vacance financière YTD - Commerces & Bureaux","Vacance financière cumul annuel - Commerces et Bureaux","Vacance\Financière","Mesure le montant ou le volume lié à la vacance. La comparaison se fait avec la même période de l'année précédente.","False","2761"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Vacance Financière YTD N-1","Vacance Financière cumul annuel année précédente","Vacance\Financière","Compte les logements, commerces ou unités concernés par une situation de vacance. La comparaison se fait avec la même période de l'année précédente.","False","607"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","VacanceFinanciereYTDRecalculeHC","Vacance financière hors charges recalculée cumulée annuelle","Vacance\Financière","Compte les logements, commerces ou unités concernés par une situation de vacance. Le résultat est cumulé depuis le début de l'année.","False","1863"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Vacance Financière Logements YTD","Vacance financière logements cumulée annuelle","Vacance\Financière","Compte les logements, commerces ou unités concernés par une situation de vacance. La comparaison se fait avec la même période de l'année précédente.","False","2162"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Vacance Financière Logements YTD LY","Vacance financière logements cumulée annuelle précédente","Vacance\Financière","Compte les logements, commerces ou unités concernés par une situation de vacance. La comparaison se fait avec la même période de l'année précédente.","False","2169"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Vacance financière MEL LGT","Vacance financière logements en mise en location","Vacance\Financière","Compte les logements, commerces ou unités concernés par une situation de vacance.","False","2376"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Vacance financière MEL LGT YTD","Vacance financière logements en mise en location cumulée annuelle","Vacance\Financière","Compte les logements, commerces ou unités concernés par une situation de vacance. La comparaison se fait avec la même période de l'année précédente.","False","2383"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Vacance Financière Logements M","Vacance financière logements mensuelle","Vacance\Financière","Compte les logements, commerces ou unités concernés par une situation de vacance.","False","2155"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","VacanceFinanciereYTDRecalcule","Vacance financière recalculée cumulée annuelle","Vacance\Financière","Mesure le montant ou le volume lié à la vacance. Le résultat est cumulé depuis le début de l'année.","False","718"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Vacance Financière Stratégique LGT","Vacance Financière Stratégique logements","Vacance\Financière","Compte les logements, commerces ou unités concernés par une situation de vacance.","False","2215"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Vacance Financière Stratégique LGT YTD","Vacance Financière Stratégique logements cumul annuel","Vacance\Financière","Compte les logements, commerces ou unités concernés par une situation de vacance. La comparaison se fait avec la même période de l'année précédente.","False","2222"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Vacance financière technique LGT","Vacance financière technique logements","Vacance\Financière","Compte les logements, commerces ou unités concernés par une situation de vacance.","False","2340"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Vacance financière technique LGT YTD","Vacance financière technique logements cumul annuel","Vacance\Financière","Compte les logements, commerces ou unités concernés par une situation de vacance. La comparaison se fait avec la même période de l'année précédente.","False","2347"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Vacance commerciale","Nombre de logements en vacance commerciale","Vacance\Physique","Compte les logements, commerces ou unités concernés par une situation de vacance.","False","442"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","# Logements Vacants Stratégique","Nombre de logements en vacance stratégique","Vacance\Physique","Compte les logements, commerces ou unités concernés par une situation de vacance.","False","1806"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","# Logements Vacants Commercial","Nombre de logements vacants en commercial","Vacance\Physique","Compte les logements, commerces ou unités concernés par une situation de vacance.","False","1794"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","# UG Vacance Ordinaire","Nombre d'UG en vacance ordinaire","Vacance\Physique","Compte les logements, commerces ou unités concernés par une situation de vacance.","False","222"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","# UG Vacants Technique","Nombre d'UG en vacance technique","Vacance\Physique","Compte les logements, commerces ou unités concernés par une situation de vacance.","False","1800"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Nb UG Vac Plus 3 Mois","Nombre d'UG vacantes depuis plus de trois mois","Vacance\Physique","Compte les logements, commerces ou unités concernés par une situation de vacance.","False","797"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Vacance globale","Nombre total de logements vacants","Vacance\Physique","Compte les logements, commerces ou unités concernés par une situation de vacance.","False","448"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Part vacance stratégique","Part vacance stratégique","Vacance\Physique","Indique la part de vacance par rapport au volume de référence, pour suivre le niveau de vacance.","False","1869"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Part vacance stratégique dans la vacance globale","Part vacance stratégique dans la vacance globale","Vacance\Physique","Indique la part de vacance par rapport au volume de référence, pour suivre le niveau de vacance.","False","577"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","% Vac com commerces","Taux de vacance commerciale des commerces","Vacance\Physique","Indique la part de vacance par rapport au volume de référence, pour suivre le niveau de vacance.","False","1845"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","% Vac","Taux Vac","Vacance\Physique","Indique la part de vacance par rapport au volume de référence, pour suivre le niveau de vacance.","False","1062"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","% Vac com","Taux Vac commerces","Vacance\Physique","Indique la part de vacance par rapport au volume de référence, pour suivre le niveau de vacance.","False","565"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Vacance commerciale - Commerces & Bureaux","Vacance commerciale - Commerces et Bureaux","Vacance\Physique","Mesure le montant ou le volume lié à la vacance.","False","2740"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Vacance commerciale YTD - Commerces & Bureaux","Vacance commerciale cumul annuel - Commerces et Bureaux","Vacance\Physique","Mesure le montant ou le volume lié à la vacance. La comparaison se fait avec la même période de l'année précédente.","False","2747"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","TotalVacanceComm_ug","Vacance commerciale totale par UG","Vacance\Physique","Compte les logements, commerces ou unités concernés par une situation de vacance.","False","723"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","TotalVacanceDemol_ug","Vacance liée aux démolitions par UG","Vacance\Physique","Mesure le montant ou le volume lié à la vacance.","False","780"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","TotalVacanceVendu_ug","Vacance liée aux ventes par UG","Vacance\Physique","Mesure le montant ou le volume lié à la vacance.","False","775"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Vacance MEL - Commerces & Bureaux","Vacance mise en location - Commerces et Bureaux","Vacance\Physique","Mesure le montant ou le volume lié à la vacance.","False","2768"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Vacance MEL YTD - Commerces & Bureaux","Vacance mise en location cumul annuel - Commerces et Bureaux","Vacance\Physique","Mesure le montant ou le volume lié à la vacance. La comparaison se fait avec la même période de l'année précédente.","False","2775"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Vacance moins de trois mois","Vacance moins de trois mois","Vacance\Physique","Compte les logements, commerces ou unités concernés par une situation de vacance.","False","803"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Vacance phy commerciale commerces","Vacance phy commerciale commerces","Vacance\Physique","Compte les logements, commerces ou unités concernés par une situation de vacance.","False","1851"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Vacance phy globale commerce","Vacance phy globale commerce","Vacance\Physique","Compte les logements, commerces ou unités concernés par une situation de vacance.","False","1857"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Vacance stratégique - Commerces & Bureaux","Vacance stratégique - Commerces et Bureaux","Vacance\Physique","Mesure le montant ou le volume lié à la vacance.","False","2782"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Vacance stratégique YTD - Commerces & Bureaux","Vacance stratégique cumul annuel - Commerces et Bureaux","Vacance\Physique","Mesure le montant ou le volume lié à la vacance. La comparaison se fait avec la même période de l'année précédente.","False","2789"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Vacance Stratégique logement","Vacance Stratégique logement","Vacance\Physique","Compte les logements, commerces ou unités concernés par une situation de vacance.","False","571"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","TotalVacanceStrat_ug","Vacance stratégique totale par UG","Vacance\Physique","Compte les logements, commerces ou unités concernés par une situation de vacance.","False","729"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Vacance technique - Commerces & Bureaux","Vacance technique - Commerces et Bureaux","Vacance\Physique","Mesure le montant ou le volume lié à la vacance.","False","2802"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Vacance technique YTD - Commerces & Bureaux","Vacance technique cumul annuel - Commerces et Bureaux","Vacance\Physique","Mesure le montant ou le volume lié à la vacance. La comparaison se fait avec la même période de l'année précédente.","False","2809"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","TotalVacanceTech_ug","Vacance technique totale par UG","Vacance\Physique","Compte les logements, commerces ou unités concernés par une situation de vacance.","False","735"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","VacanceVolontaireYTD","Vacance Volontaire cumul annuel","Vacance\Physique","Compte les logements, commerces ou unités concernés par une situation de vacance. Le résultat est cumulé depuis le début de l'année.","False","785"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","# CA","# CA","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","45"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","# CA presents","# CA presents","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","324"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","# Livraisons Mensuelles commerces","# Livraisons Mensuelles commerces","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","595"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","# Logements contractés","# Logements contractés","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","1782"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","# Logements vacants m-1","# Logements vacants m-1","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","1091"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","# Sorties YTD LY","# Sorties YTD LY","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","2022"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","# UG M1","# UG M1","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","33"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","% Entrées Salariés","% Entrées Salariés","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","185"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","% quittançable TTC","% quittançable TTC","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","1875"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","% Tx Vac Comm Fi mensuelle","% Tx Vac Comm Fi mensuelle","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","240"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","% Tx Vac Strat Fi mensuelle","% Tx Vac Strat Fi mensuelle","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","228"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","% Tx Vac Tech Fi mensuelle","% Tx Vac Tech Fi mensuelle","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","234"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","% tximpaye M Operation","% tximpaye M Operation","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","80"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","% txrecouv Hpp M operation","% txrecouv Hpp M operation","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","62"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","% txrecouv Hpp YTD operation","% txrecouv Hpp YTD operation","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","74"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","% txrecouv M operation","% txrecouv M operation","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","56"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","% txrecouv YTD operation","% txrecouv YTD operation","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","68"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","% Vac strat","% Vac strat","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","659"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","% Vacance Financière Commerces M","% Vacance Financière Commerces M","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","2320"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","% Vacance Financière Commerces YTD","% Vacance Financière Commerces YTD","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","2313"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","% Vacance Financière Commerciale Commerces YTD","% Vacance Financière Commerciale Commerces YTD","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","2299"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","% Vacance Financière Stratégique Commerces YTD","% Vacance Financière Stratégique Commerces YTD","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","2306"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","% Vacance globale commerces et logements HC YTD","% Vacance globale commerces et logements HC YTD","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","2470"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","€ Quittancement logements et commerces M HC","€ Quittancement logements et commerces M HC","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","2448"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","€ Quittancement logements et commerces YTD HC","€ Quittancement logements et commerces YTD HC","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","2453"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","€ Quittancement YTD M-1","€ Quittancement YTD M-1","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","2498"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","€ Total Vacance M UG","€ Total Vacance M UG","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","173"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Absenteisme :","Absenteisme :","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","902"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Acquisitions","Acquisitions","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","864"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Affaires économiques sociales et familiales","Affaires économiques sociales et familiales","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","1005"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Affaires traitées","Affaires traitées","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","999"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Agréments","Agréments","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","948"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Agréments Réhab","Agréments Réhab","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","1011"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Aménagements PMR","Aménagements PMR","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","932"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Attributions salariées","Attributions salariées","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","926"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Autre variation de stock","Autre variation de stock","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","27"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Balance annuelle","Balance annuelle","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","342"
